review,rating
"Once a year, I come here for a work function and we get a set menu. They were accommodating for our friend who need gluten free menu. 

The food was tasty...",3
Always a reliable spot. We got the bone in chicken with special sauce which was sooo good. The chicken is moist and the outside was crisp. The sauce was...,5
Hmm I think I would give this place a 2.5. One star for the food and 1.5  star  for services ! The server was super friendly and answered all our questions...,2
"It's OK. My remarks will be biased since we only got takeout.

They didn't have some of the fried chicken available for takeout when we called to pickup...",3
"I love neighbourhood spots, and the warm summer weather brought me to this lovely gem of a place. It's located in a quiet neighborhood, but obviously is a...",5
"I do appreciate that there is a vegan brunch option offered. However, the tofu scramble offered for brunch needs some work. It is just oily fried tofu with...",3
I first discovered Oakwood Hardware when I was out on a walk with a girlfriend.  Their patio looked so inviting.  I immediately checked out their website...,5
A busy spot on St. Clair Ave W - authentic Brazilian cuisine with a large menu! It was my first time at Rio 40 and it won't be my last. The food was a solid...,5
"This restaurant  has kept everything pretty much the same portion wise, a slight price increase but not by much, below the rate of inflation. The service on...",4
5 stars for this authentic Brazilian restaurant a little north of Little Portugal in Toronto (St. Clair West area). This place seems to be packed at all...,5
Great cafe in campus. Price of food is reasonable and not too expensive. Getting food from Innis Cafe is better than getting from food trucks or robarts...,5
It was a long walk from the CN Tower to the Royal Ontario Museum especially on an oppressively humid day in the middle of summer. We made all sorts of...,3
"the best. i don't go to UofT, but the innis cafe is so good for the price that i've started talking to my university's dining office to figure out exactly...",5
I thought this place was very cool! It's not often you see authentic Indonesia food places. The food was delicious and the waitress was super friendly...,4
"I've only tried Indonesian food a few times in the last few years. I'm not an expert, but I have to say that Nasi Goreng Rendang ar  at Nusa Dua was very...",4
"Let's gather at N2.

When?

Please feel free to dm.

Thank you. 

They ran out of the corn fritters when I was there. 

It took 2 hours for my 2 orders of...",4
"Delicious! 

A bright and clean fish shop - you can see where your orders are prepped.

My friend and I enjoyed our tray - definitely enough for 2 and very...",5
"Excellent value for omakase to go!

Ordered this via the Uberseats app for 62$ plus tax, fees and tips. 

Wouldn't say it's the best omakase joint, but it's...",4
"Full disclosure: If someone hypes anything up to me, my expectations go unreasonably high, and 9 times out of 10 I end up disappointed. Given the sky-high...",4
"My experience at Oretta is based on ordering from their Aperativo menu that's in effect from 4pm until 7pm, Monday to Friday. The Amalfitana cocktail...",5
Came here for brunch and was happy to see that there were plenty of seats available so there wasn't a wait time. First impression of this beautiful place is...,3
"First things first, the patio outside is super cute and the design inside is really pretty -- definite win. Had my birthday dinner here this last week...",4
"Amazing new addition to the Queen West, Trinity Bellwoods strip, and my new go-to for great Greek fare in the area. This is a tastefully done ""market &...",5
"I really really wanted to give a higher rating and maybe I will when I try more items...but it's a 3 for now.

When I first heard this place was opening I...",3
"Slightly overpriced for what you get, but what you get IS good.

Just a small box with salad and souvlaki is $12.
Really wish it was able to come with rice...",4
"Still delicious, attentive service and continue to highly recommend. St Clair staple.",5
"Great experience, unfortunately we had not been able to get a seat on their patio as it was rammed. 

They have a very European vibe inside and fitting...",5
I hate to have to give this restaurant a bad review because it's usually always a good experience but this time it wasn't. My issue was with the sides. We...,1
"I've been here twice now and have gotten the soup dumplings both times. They're a must have, I'd recommend both the pork and crab soup dumplings. The fried...",5
"I have never had food like this before. Not out of my comfort zone, because I'm a yelper, but not something I was searching for either. It wasn't close to...",5
"We came here on a Monday night around dinner time and it wasn't too busy! The inside looks new and modern.

For two people, we got:
- Pork steamed soup...",5
"We were trying to go to Lady Marmalade just up the street but the line said otherwise. Just a quick walk away, we came across Completo with its cute patio...",5
"So this place is great.

Didn't know what to expect but always up for trying something new.  The place is small and cute with eager, friendly staff to serve...",5
Broadview location. Fairly Nice front amd side patios. The med spicy chorizo sandwich tasty but sloppy it has alot of mayo n guac. Let it drip over your...,4
This is a gem in the neighborhood! Wonderful ambience and their cannoli is to die for! A must go place!,5
"I had never heard of this place and was in the area, so when I found it I was so excited to try. I really wanted to like this place! Everything about it...",3
"We went to DOVA for my birthday dinner and little do we know, this became my fiancé's new favourite restaurant. We ordered A LOT of food to share among 6...",5
"Order from here all the time! I believe it is a small family owned business, I love love their spicy bulgogi bento as well as the birria tacos! Worth it for...",5
"Lockdown 4.0 is underway time to support our beloved restaurant industry. 

First review for the new year. 


I ordered the white fish Katsu Bento. I got to...",5
"Had the karaage (Japanese fried chicken) sandwich. While a ""snack"", it was still a decent size. There was a lot of crispy, juicy chicken, paired with a...",4
"Mar 25/21: This was a spot on lunch! 

Mine was the Chicken Mushroom Bowl. It was absolutely fantastic. The fresh veggies, the brown rice, the 9 kinds of...",5
"A bit disappointed by my recent visit. The curry bibimbap, while still generous in toppings and sauce, was unfortunately way too salty. The beef bibimbap...",4
"Best Korean restaurant in my neighborhood.  Dined in indoor with my husband on the first day of 3 step of reopening. We tried Kimuchi french fries, bibimpab...",4
We've never been to a Korean bar before and thoroughly enjoyed it! The food was good and service was excellent. I consider this place a great place to get...,5
"The space is charming, white washed with dark oak, sports themed.  The shiny glazed tiles reflect the light beautifully.  Warm and cozy. A great place to...",5
Lovely decor and staff. Had the avocado on toast with egg to make it vegan. They come with potatoes which are great!  Unfortunately the rye bread is cut...,3
The Commoner on Dundas West is a handsome pub. The decor is classic but fresh and the space is filled with natural light. The menu is short and simple and...,4
"Authentic, awesome food, biriyani was delicious, ask for spicy, aloo paratha was scrumptious 
Friendly and excellent service
Would love to come back often",5
Consistently fresh dishes! Love their Butter Chicken and lamb! The cucumber salads are great too- Friendly neighborhood service gem that I will continue to...,5
"Rich flavors and great service.  We had the dal, Chana, and lamb w coconut. Garlic naan. Cozy little place.  Reasonable prices and portion sizes. Highly...",4
"I will start with the time, to receive my food from when I placed my order. I was told ten minutes, but decided to wait outside. Within seconds I had my...",5
"New location of Colombian Street Food by Cookie Martinez.

Ordered 3 empanadas: guava and cheese, beef, and chorizo. I waited outside as my order would take...",4
"When lunch was suggested at King's Tacos, I didn't hesitate for even a second despite the fact that I'd never heard of the joint. You put the word ""taco"" in...",5
"King's tacos is a great place to taste Mexican food in Toronto. Food is fabulous very tasty, good size. It is not cheap but It's affordable. Place is...",4
"I was in the area and wanted to get a snack.  I have wanted to try this place for awhile, so I thought I'd stop in.  I ordered online for pick-up and got...",5
"Had this place on my list for YEARS.  Finally an opportunity arose where I needed to order takeout, and none of my usual spots sounded quite right.  I...",4
The staff is incredible kind and ensuring the customers were satisfied. The food did not take long despite they had a lot of customers. Even though we did...,5
"I was super excited to try out the food at Pomegranate, as it is a very well known Persian restaurant in downtown toronto. This place is usually all booked...",4
"We wanted to try some of their savory items. One of the more popular items is the fried squid which sells out early; so go early. 

See below for my review...",5
"I had an absolutely delicious tofu Bahn Mi. Packaged to eat on the  go, too. The food is high quality and I'm so glad this place jumped out to me on the map.",4
"The food is excellent and great value ! I ordered delivery and the food was packaged nicely and still piping hot.

I love spring rolls thats why I have...",5
Fall off the bone jerk chicken and curry goat! $22 for the family size jerk chicken is value for money! Very friendly owners and workers too. Just be...,5
"Jamaican me crazy with this jerk chicken!! My god, the flavour, the savoury, the sweetness of it all wrapped around my lips as it slides off the bone, to...",5
"Covid delivery review!

Callaloo was definitely not what I was expecting. It's more like bhagee. Was quite disappointed. I've had callaloo from other...",3
"Recently came here for dinner. We were lucky enough to get a seat on the patio and it did not disappoint! It is beautiful! 

For food, we ordered the...",5
This cozy restaurant is worth a visit if you want some delicious food with great ambience. The restaurant is quite small in a way so it can accommodate...,5
"Our first time at Viaggio and everything was sooo good. 
  
We got:
1) The steak tartare as our appetizer - paired very nicely with the toasted sourdough...",5
Get the headless shrimp boil with captains boil sauce. You get to choose 2 sides with a boil. I got corn and potatoes and my date got rice and corn. I'd...,5
I ordered the seafood fried rice from the Captain's Boil through a delivery app. This is not the 1st time I ordered the seafood fried rice and I always...,3
One of my favourite spots in the city. The captains boil sauce is amazing and very unique. I highly recommend if you've never had a seafood boil before. I...,5
"Best escape room downtown (Dow score is the only one better but it's so far) 
They have different difficultly or rooms requiring more or less people. The...",5
"Fun café with no additional charges for board games or video games! Drinks and snacks are affordable, on par with average downtown prices. Services was...",5
"Went to Riddle Room for the first time.  I saw it on my Bunz app as one place to use for full menu.

On arrival theres a sign to remind patrons to make an...",4
"Fantastic! I'm surprised by how much I like it - I had the Bonatti de Bergamo, and it was delicious.

I'll put Mattachioni in top 5 pizzas in Toronto -...",5
"I absolutely love Mattachioni! Their sourdough is incredible, I believe they bake it in a wood fire oven so it has incredible flavour, but the texture is...",5
"Try this ultimate pandemic activity: walk up the George Town rail path to get your steps in, then stop at Mattachioni at the top of the rail path for the...",5
fried rice: it was really good and not too oily. It doesn't make you feel heavy at all. Not too salty and not too oily so you can keep eating without...,5
"3.5 Stars

As best as I can describe, it's mostly westernized-Chinese 'Chop Suey' food - but still freshly made and with fewer of the trappings (heavy...",3
"I really really want to give this place a higher review, but the food was really disappointing. I got takeout via skipthedishes and waited in store to get...",3
"Hey so I'm not stranger to Jamaican food, So believe me when I say THIS IS THE NUMBER ONE place to go in Toronto for some AMAZING ""Barrel grilled"" jerk pork...",5
I've had a lot of jerk chicken in my life and this... is a hidden gem. Seems like a family restaurant and we like to support those! They're open late and do...,5
"Fresh, delicious, and you cant beat the price for what you get in this place. Open till late as well so the availability is always there for any late night...",5
"My fave go to pizza spot in Toronto.
All the pizza is excellent. I think I tried each one 
You can eat the crush by itself without any sauce, that's how you...",5
"Checked this place out on a recommendation and it was enjoyable.  Small place in Cabbagetown with a few dining tables.

Food (4/5) - tried out the...",4
"4.5 or better
Top 5 pie in Toronto...They dont offer additional toppings for their pies (which is fine). But they offer free use of their olive oil and...",5
"Loved this place: simple, friendly, delicious. Small menu and it was all done well. I hope that the jalapeño cheddar special cream cheese becomes a...",5
"Hands down, Schmaltz appetizing is the best in the city when it comes to lox in the city. 

Ordered the maven sandwich and it did not disappoint. The bagel...",5
I'm constantly buying their lemon dill salmon gravlax and capers to eat with toast for breakfast. It's not too salty and has a really great dill flavour! I...,5
"A nice restaurant on king west, with tasty food and drinks. I went with a few friends and got the following to share:

1. Queso dip
- we were expecting this...",4
"Had a Saturday brunch here, didn't expect to be good but it's above average actually!

I ordered the beef brisket with eggs and my accompany got avocado...",4
"I decided to try this restaurant out with a friend for Summerlicious. I was intrigued by the description of being ""inspired by West Texas, New Mexico and...",3
"What a lovely little joint!!! For those who can't find it, it tucked into Midpoint Bar.

What I love about this place is that the owner is so passionate...",4
Not a bad place to grab some cheap tacos. $3.50. the corn tortillas were decent but I had one that was way overdone so it ruined the rest of the taco. The...,3
"Wow, has John here at Tocino Boys ever gotten it down right! I remember when he first opened up and I stopped by to try it out and thought it was good but...",5
Just came for cocktails.  Live music was present and incredible in the restaurant area.  Cocktails are incredible but a bit expensive.  Very attentive...,5
"This was our first time trying this restaurant - to summarize, the food was average, environment was amazing, and service was extraordinary. 

For...",4
"I recently dined here for a business meal, and it's so nice to visit over the holidays as they do such a great job of making the venue into one beautiful...",3
"My favourite steak house by far. The service is amazing and quick, parking was super convenient, and the ambiance of the dining room is amazing.  The food...",5
"This review is for the Bar and Atmosphere! 
Gorgeous looking place that from the outside looks like a Private Club! Well dressed, classy crowd and this...",5
"We came here during happy hour on a Wednesday afternoon and there were only a handful of tables. 

Food:
Oysters- half price, nice and fresh
Burger- meaty...",4
"Seriously, $6 includes tax lemongrass chicken banh mi with decent meat portion. I was in and out within less than 3 minutes. Food was good value especially...",5
"A Down to earth, great value, small business. If you want a cheap eat and want an authentic bahn mi (or any Vietnamese food for that matter)  - just come here.",5
"All good! Very Vietnamese, family owned cafe. Always a good bet to eat here. Support local!",5
Once again another enjoyable and affordable meal at kinka izakaya annex location! Never had a better miso soup in my life.,5
I've been at Kinka at the Church location but was looking for an izakaya while in the Annex. I feel you can't really go wrong with Kinka but the Annex...,4
"Delicious food. Portions are not very big, prices are reasonable. Great place to get drinks as well",4
"Great spot! The food was delicious and the staff was very friendly. I had ordered the Yuca Frita, Achiote Chicken Sandwich, and a Mango Colada Mocktail....",5
"There's this 2014 movie called Chef starring Jon Favreau. If you haven't seen it, its pretty good. Long story short this chef loses his job, his restauraunt...",4
"I've always loved the decor of this place, and have long admired​ the decor from the outside. One day as we were passing, I finally decided to bite the...",4
"Super cute and cozy with a great staff and bartender!
Definitely will go back to this little gem in midtown Toronto. It's a great place to hang out with...",5
"Michael our waiter was great. Place is tight and recommend making reservations, the bar upstairs isn't the best for eating since there aren't really dining...",4
"Perhaps it's because I've matured, maybe it's the years of refining my palate, could be that I've further opened my adventurous side over the past 5...",4
Food was great and service was very good. I like the ambiance as well as it was a very relaxing and nice place out for a date.,5
"Extra star for plating esthetic and great service.

We came late on a weekday to celebrate and was able to grab a table without reservations. The space is...",5
"Had such a great first experience here. My friend and I got their Famous pad Thai, Panang curry, and Thai iced tea. The pad thai was flavourful, savoury,...",5
We were ordered the takeout from here. They're a Filipino restaurant known for their Kamayan or Boodle Fight! We got takeout from their Little Manila...,5
"Came here on a weekday night to celebrate my mom's birthday. Reserved a table a few days in advance, thinking this place was quite well known so snatching a...",2
Came to Tinuno based on several social media post. Food was good and insta worthy. When it came time to pay the bill the lady said there's a mandatory tip...,2
Omg Best Mac and cheese ever . Highly recommended. Wonderful staff who enjoy their art of cooking,5
Heard and read a lot of good things about this place so decided to try it out on a weekend early evening. Got mac and cheese with trees (broccoli). Took a...,3
"Finally got the chance to try mac n cheese at ossington by @bobbiesuesmac 

We got the carbonara flavour, but they have a variety of flavours to choose from...",4
Oniguy located near the intersection of Bathurst and Dundas recently opened last week where they specialize in onigri (or rice balls). The location is...,4
Nice small modern clean place that is basically for take out. It's a small selection but the price point is amazing. It  was made fresh and it hit the spot.,5
"Just had oniguy for the first time, my friend and I went and got two miso ginger beef rice balls and they were so so good. Great customer service, will...",5
"Atmosphere : super friendly staff, very knowledgeable and chatty (our waiter was funny, professional, and attentive) . Venue is one of a kind - restaurant...",5
"Aside from the beautiful castle and impeccable service, I find this place too dark/dim and the food overpriced and underwhelming for what you get.

We...",2
"We came here as a group to celebrate Father's Day and unfortunately it was quite disappointing. 

There was some renovations happening on the outside so...",2
"Food is OK that's the only reason they haven't  went OUT of business is because of the high school across the street from them 
they have some specials that...",1
The owners are quite possibly the nicest people on the planet.   Great mom and pop place.   I worked at Oakwood across the street.  Are there whenever...,5
"Terrific little neighbourhood diner. Super friendly owners run the place. Good food, good value.",5
"I was excited to try this newly opened ball katsu shop, a franchise I assume by famed Korean chefs. They specialize in ball katsu which is exactly as it...",4
3.5 Super small shop with an open kitchen and three two seaters in the back. We went around 1:30-2pm and we were easily able to get a seat. The menu is not...,3
"A nice small spot that has opened in Toronto. This used to be a Chinese pancake shop in the past. A new business has taken over the premises. 

The Katsu...",5
"I like how the box has a little bit of everything! Really satisfies your sushi cravings. I got the tasting box and my boyfriend got the salmon lovers box,...",5
"I've been here a couple of times and both occasions we ordered their ""tasting box"". It had increased in price over the last couple of years and now valued...",4
"*This is a 4.5 star review *
I ordered in Torch while visiting Toronto since it was getting late and it was the quickest option according to Uber Eats. I...",4
"This place has Amazing food, hole in a wall business, beautiful ambiance, amazing staff. 100% recommend. They will be taking my money again when I'm in Toronto",5
"So happy with our recent visit here to celebrate a birthday. It was lovely to be able to dine out again and Mangia & Bevi delivered in every way.

We...",5
"Pickup review.  Very happy with my experience. 

Customer service was great. Helpful over the phone and quick and personable in person. 

Food came in a box...",4
"My favourite ramen place in Toronto - this is probably one of the many visits. I always get the same combo, small spicy miso ramen and negimeshi combo. With...",5
"It took years to finally check out this place and see what the hype was all about with their constant lines outside of the door. Surprisingly, it didn't...",4
It was a perfect rainy weather for some ramen. The place is small but my party consisted of 5 adults and 1 kid and we were accommodated without problem! I...,4
"Waitress was excellent. We order four pasta dishes. The basil pesto shrimp was yummy, the carbonara was very good, however the linguini bolognese the pasta...",4
"On the tier of chain Italian restaurants, Scaddabush is definitely in the upper echelon. We had a vegetarian with us and they have a lot of options that are...",4
"I have made better pasta at home. 

Service is great and ambience is lively, so 2 stars for being a great place to have a dinner with a group. 

The food...",2
"This place is a gem, make no mistake about it. Finally a bar with good food (aka something aside from fries and chicken fingers). Got the roses pizza for...",5
"Long story short:
Good Persian eats at a reasonable price and prompt service!

Long story long:
Ordered the beef kebob with 2 sides (sweet potato fries and...",4
When my original plans fell through for Sunday afternoon lunch I ended up driving around and trying to find a place to eat close to BMO Field so I could...,4
"My family and I stopped by after passing this place on the way back to our hotel, and we are so glad we did! The staff was extremely helpful, assisting us...",5
"We ordered two bowls of the black, and damn was it good.  It's the riot flavor every good bowl of ramen should be, with perfect texture on their noodles and...",5
"The best ramen I've ever had.

I ordered the Tonkotsu Black Ramen, and every bite seemed to be more delicious than the last. The noodles are cooked to...",5
"Food can often tell a story, and that story can often create deeper meaning or change the way you experience the food you are about to eat. With this...",5
We were looking for poke bowl for lunch and found this gem. Glad it wasn't busy bec it's a small place. Salmon Poke bowl did not disappoint. Generous...,4
"A really nice, homey restaurant. I really liked the decoration, and the food was pretty good. The kingkatsu wasn't great but the fried chicken was bomb! I...",4
"My personal favourite Vietnamese restaurant in the GTA. Please message me if you think you know a better place, because I would like to try it.

I am...",5
"I ordered the grilled chicken with rice. This was absolutely delish. (#33). Well cooked and the rice was plentiful, even though the chicken can be filling....",4
Oh the elusive Pho suon bo xi quach (beef rib pho). The first time i came here it was about 10pm. When i saw this dish on the menu i knew that was what i...,5
The atmosphere of this place is great. The food is delicious and is packed with flavor. The portions are also pretty big so you really get what you pay for....,5
"It's hard traveling / dining out with a 1 year old, so we ordered take-out while staying at a nearby hotel. 

Large portions and reasonable pricing. Ordered...",4
I think this is my new favourite place for middle eastern food. This is very comparable to Bamiyan Kabob which was the only great place I knew to eat at....,5
Ate here last night and I have to say it was one of the best Pizza's I had in my life! I don't remember the name of the particular pizza I ordered but that...,5
June 11/2022: This was a fantastic meal with Kevin & Ana. It should have been a 5* but they made a major error in our order causing a loss of 1 star. It's a...,4
This is a great restaurant in many ways: if you are looking for real Italian food. And if you are nor looking for real Italian food you go and discover what...,5
"The desserts that they make are never too sweet which is the ultimate compliment from me :D

-[UBE DE LECHE DONUT] $8.00
This is two fluffy dulche de leche...",5
"5 stars for their amazing 22 layer olive oil tsoko mousse cake! 

One of the best chocolate cakes in the city! Definitely my favourite right now.

Cake...",5
"This Filipino virtual restaurant has amazing innovative food. They are famous for their signature 22-layer Olive Oil Tsoko Mousse Cake, a 22-layer...",5
Came here on a Saturday night reservation for 530pm. I suggest to everyone to come here as early as possible if you do want to try it. I was the first...,4
"Avoid.
Entire meal was completely sub-par.
Attention to detail in all the wrong places - nice napkins, silly specialized plates, and horribly flawed...",1
"Not bad at all, but not great either. On a Saturday night at 9pm they'd already sold out of multiple menu items, which was disappointing, considering it's...",3
"We love Terrazza, we love Frankie and this was our neighbourhood joint for many years. The salads are lovely, the pastas are great, the service is casual...",5
"What a delightful Italian restaurant! It's just like being in nonna's kitchen, where she cooks you the most delicious home made food. To start, they provide...",4
"Great family run Italian joint 
Linguini with mussels always good + free spicy olives and warm baguette",5
"Good coffee, and EXCEPTIONAL service.  
Met a friend at 10am on a weekday. Not busy at all. 
We only ordered a couple of coffees and pastries from the...",5
"This place is such a wholesome ma and pop shop, hidden away in a corner of a medical/office building. The staff is incredibly kind and the food and drinks...",5
"Wow! This place to me is one of the local gems out there. Tucked away in an office building, quite hidden actually. We arrived and smelled the wonderful...",5
"This place specialises in sandwiches with fluffy egg. They get 4.5 stars.

Got the seasonal Lobster Chipotle. It was good. It had a lot of lobster for under...",5
"I'm not a fan. To me, this is one of those places that looked way better in photos. The egg to bread ratio on the sandwich seemed off, maybe this was a...",2
"Excellent egg sandwiches!
Bread is soft, eggs cooked fresh, and the sauce you get with it is heavenly.
Buy 2 if you're a big eater :)",4
"A bit of a hidden gem in this area! Located right next to the Toronto Reference Library, this small, unassuming restaurant has a mellow, sedate vibe with...",5
"At first, I was skeptical of this place but once I tried their maki, all skepticism disappeared. I cannot speak on the authenticity of their dishes, for...",5
"Great sushi and very fresh. The renovations are really nice. It's a great place for after work or after shows.
The pandemic has let this place survive and...",5
"This is a cozy Little authentic Thai restaurant. Service was friendly and sweet, the girl even can speak mandarin to recommend dishes to us.

For two people...",4
"Lovely midtown restaurant with authentic Thai food! 

Thai iced tea teddy bear - 10/10 Iced bear presentation was adorable and tasted great. 

Penang curry...",4
"We went for dinner here on a Wednesday night and it was about half full, not too noisy and had a nice atmosphere. Here's what we got: 

- Thai Iced Tea...",4
"Why is it a 4 instead of a 5 now?

Mapo Tofu on Rice (Large) 2/5
For something that costs over $16 with tax, it was REALLY NOT worth it.
The pictures looked...",4
I've always wanted to visit this little spot whenever I passed by broadview and I finally gotten the chance. My friend and I were looking for a spot that we...,5
"A treasure. Consistently the highest quality, most innovative ramen in Toronto. I can't explain the exact collision of perfection that occurs but there is a...",5
Definitely one of the finest dining establishments I've ever been from food to service to ambiance - everything was done really well and I only really have...,5
Just went back to actinolite for a fall tasting- just as great as last time but wanted to say that their wine pairing has been refined and some wines were...,5
"I have first heard about Actinolite from a foodie friend of mine. We were sharing stories about memorable gastronomical experience, and Actinolite...",4
This is such a cozy little place with very friendly staff and delicious Ethiopian food. The vibe is very relaxed and the portions are pretty...,5
"Our group requested a reservation 1 hour earlier than their regular hours and they kindly accommodated for us.

For half of our group(l, it was our first...",4
"A solid Ethiopian joint with a nice atmosphere and friendly service. I was a big fan of the doro wat, just wish there was slightly more chicken in the dish....",4
"A hidden gem, tucked away on Dupont Street. My ""medium spicy"" madras was perfect to my taste - piquant but not to the point of overwhelming any of the other...",5
"RCOI is so amazing I have a hard time putting into words how good it really is! 

I ended up ordering a Lamb korma in a rich cashew sauce and it was creamy,...",5
"We were in the mood for some delivery, but I felt like branching out and ordering from a joint I'd never tried before. Indian is very rarely disappointing,...",5
Was visiting in Toronto for a week with my sister and just wanted to say the food is super good. 10/10 would recommend.,5
I used to frequent this spot quite often when I lived nearby. One of my favourite Yang Nyeom chicken in particular is quite delicious.,5
Service was good when they actually came around. Hard to get to them but vibe was really cute. I liked this place a lot more than I thought. Highly...,5
"Some might this this is crazy, but these tacos are better than Seven Lives. Calm down, I wasn't sure if it would live up to the hype either, but this place...",5
"The tacos were really good and the people who I assume were the owners were so nice to us. The place itself was kind of small, but the waitress helped us...",4
After all the rave reviews I was pretty hyped to try this place but was overall a bit underwhelmed. The food itself was fine - I've definitely had much...,2
"One of my favourite sushi places. Pricey, but oh so good. 

At any sushi restaurant it's easy to order a lot and have some left over for the following day....",5
Went here for lunch! Location is pretty conveniently close to campus and the staff were very nice. I enjoyed the food and they were pretty fairly priced....,3
"The worst sushi I've had in memory. Fish tasted bland at best, like it was washed in bleach at worst. Rice was cold and undercooked or like it was reheated....",1
I got takeout from here tonight and it ruined my night. I wish I just mustered up the energy to cook. This is so bad. Why didn't I look at the Yelp reviews...,1
i wish i could give this a 0! this is bad really bad i got 2 thigs and so much money the food is cold and bad its not that big and i told the lady that she...,1
"Two hours for delivery from a restaurant that is 5 minutes away. I wished I had read the reviews first. It so long, that at the two hour point, we went out...",1
"I only popped in for a snack and had the Beef Quesadilla - amazing! The hot sauce is homemade and is just perfect, no salt which is important to me. 
You...",5
"What a great place!

The hybrid burrito has two sauces and on the menu, it's accurately described as ""the best of both worlds!""

A burrito topped with verde...",5
"Homestyle food, delicious and friendly service. Have the Chicken Mole, you will not regret it.",5
"I've been to this resto in a number of incarnations. 
It was originally on Queen West, then Wellington, then closed and now back on Wellington in its same...",4
"Great food and great service. Was there recently for a lunch and the steak sandwich was great. Tasted awesome, huge portion and the fries were hot. They...",4
"Best duck confit so far, the white beans casserole is not as good comparatively. But the duck confit is crisp on the outside and tender on the inside,...",5
"Great service. Excellent food. Good atmosphere.

Recommend the eggplant, garlic potatoes in foil, sausages, shrimp, pork neck, beef, and much more. Yummy!",5
"I am not a fan of their North York location. However, their Chinatown location has been consistently good. We have been here a few times since they opened...",4
"You know where serves delicious skewers?

This place. Chat Bar is astoundingly delicious. The flavours are concentrated (fatty meats, bold spices, garlic in...",5
"Sabor Carioca serves excellent Brazilian food, including classics such as feijoada (Brazil's national dish, which is only served on weekends).

Its location...",5
Classic no frills bistro. Better than Jules' multiple locations around Toronto. Staff is super friendly and quality of food at the price is probably top...,4
"Had a couscous dish, it was okay. Never been a really big fan of French cuisine. All my friends liked it so I guess it is good.",3
"Sadly The Service is BETTER than the food ."" Guy""  -the amazing bartender is one of the only reasons I continue to visit. His cocktails are amazing & so is...",3
"Strong packed flavours in a homey mom & pop restaurant. 

Came on a Sunday evening and the restaurant was filled. The restaurant is small and can occupy...",4
"Never been to Thailand but every dish was amazing.... If I had to pick a favourite it would be the pad si-ew.

The green curry was very flavourful and had a...",5
Thai boat noodles (pork) were excellent: rich broth with generous toppings & a little kick. The pork meat was extremely tender. They could have a bit more...,5
Gyu-Kaku has been on my list to try for awhile now and finally trying it out was an exciting experience. I came around 4pm with a few friends so there was...,5
Hard to believe with gyu-kaku being in the GTA with multiple locations that only recently I've tried it. Always interesting to see how these bbq chains...,4
"I love this place.  Very casual atmosphere, great, attentive servers and very clean.

The food is fantastic.  The pre-cooked items were perfect.  The...",5
"Get ready to indulge, Toronto.
If you haven't 'Marked' this restaurant down on your brunch list, you better! @markedrestaurant 
sotlights South American...",5
There's a spark of creativity with the corn ribs ($17) where Marked quarters corn cobs allowing the diner to hold a rib of corn and eat the kernels off like...,4
"Small portions, overpriced, and not terribly impressive.

A few new classmates and I came here for dinner. Marked was the only place with availability,...",4
"Decent but not worth a second stop. I was excited by the prospect of what's ultimately a rarity in Toronto, a tasty yet authentic Mexican eatery that won't...",3
"Cute place with authentic (I think) Mexican food. We ordered guacamole as an appetizer. It came with homemade chips, but the guacamole could use more salt...",5
"Some of the best ceviche I have had! A little pricey on the guacamole, but it didn't disappoint.",4
8 Mile 'za... oh how I love you dearly. The best part of this pizza joint is the option to pick two different flavs on one pie! The combinations are amazing...,5
First time ordering from this place and my boyfriend and I loved it! The crust on the side was crispy while the middle was light and doughy. We ordered the...,4
The pizza itself is great. Their classic Pepperoni Pie is some of the best Detroit-style pizza in the city. Also tried their Dodi Pie which includes Spicy...,3
A piece of me was actually broken when I found out during the early pandemic days that Seor Ak San closed... so imagine my excitement and joy when I found...,5
Worth the walk from the overcrowded main area to try a cocktail and fish tacos at the Upper Deck. It's right on the water and has a decent view too.,5
We spent a night at the marina and got in around 5pm. We decided to grab a drink at the bar. We were advised by the bartender that the bar/ restaurant will...,3
"What something different on a summer night?  How about feeling like you are in a beach bar in the Florida Keys with a view of Toronto?!  Original,...",4
"Had a girls dinner here on a weeknight -- sleek interior with upscale comfort food. Recommend if you stay at the Ritz or are in the area. 

Highlights:
-...",5
"Lovely spot (especially their outdoor patio). 
This is a little oasis located in the Ritz Carlton hotel. 

We went and tried to do a little celebrity,...",4
"What an amazing atmosphere here. Highly recommend.  Great cocktail list and interesting drinks.  Toronto prices but quality is worth it.  

We didn't eat...",5
"Wow! I was so happy to find this place, by chance; and happy the patio is open again!  It has really good tacos, rivaling my favourite taco place in the...",5
I imagine that there must be a mexican grandma in the kitchen grinding corn and making the world's greatest tortillas.  You won't be able to find a more...,5
"The tacos from this place are simply delicious! The food quality is amazing and everything is well prepared, packaged and served.

The staff is super...",5
A bit pricey but good portion size and good quality. The chicken sandwich had a generous amount of meat (versus bulking up with the breading) and a nice...,4
My favourite was the shrimp roll and the taters!! The shrimp roll was nice and refreshing with big pieces of juicy shrimp while the taters were perfectly...,5
Quarantine Day 5: Would you ever buy yourself a knuckle sandwich? I did. Two of them actually. Luckily they did not hurt and they were tasty. The flank...,4
"YUMMY! the picture says it all, it's loaded! I was expecting the sandwich to be salty as salami usually overpowers everything but the lettuce, cheese and...",5
